"ID1,N,4,0","HHID,C,15","HVIDX,N,2,0","QHCLUSTER,N,4,0","QHNUMBER,N,3,0","QHHOME,N,2,0","PS100_1A,N,2,0","PS100_1M,N,2,0","PS100_1S,N,1,0","PS3,N,1,0"
2019,      016601901,1,166,19,1,3,0,1,1
2019,      016601901,2,166,19,1,3,0,2,2
2019,      016602801,1,166,28,1,1,4,2,1
2019,      016604601,1,166,46,1,3,0,2,1
2019,      016712801,4,167,128,1,1,0,2,1
2019,      016713901,1,167,139,1,0,3,2,1
2019,      017312001,5,173,120,1,4,0,2,1
2019,      020910101,8,209,101,1,1,6,2,1
2019,      022100301,1,221,3,1,2,0,2,1
2019,      022906401,1,229,64,1,6,0,2,1
2019,      022906501,1,229,65,1,8,4,1,1
2019,      022906501,2,229,65,1,8,4,2,2
2019,      023307201,7,233,72,1,6,0,2,1
2019,      024109201,4,241,92,1,5,0,2,1
2019,      024311401,5,243,114,1,0,6,2,1
2019,      024402001,4,244,20,1,2,0,2,1
2019,      024402401,2,244,24,1,0,1,2,1
2019,      024500501,1,245,5,1,6,0,1,1
2019,      024500501,2,245,5,1,6,0,2,2
2019,      025002201,2,250,22,1,0,3,2,1
2019,      025104001,1,251,40,1,0,3,2,1
2019,      025401601,6,254,16,1,1,6,2,1
2019,      025806101,1,258,61,1,1,0,2,1
2019,      026000701,1,260,7,1,3,0,2,1
2019,      026103101,1,261,31,1,3,0,2,1
2019,      026204201,1,262,42,1,1,0,2,1
2019,      026205701,1,262,57,1,3,0,1,1
2019,      026205701,2,262,57,1,2,0,2,2
2019,      026300501,1,263,5,1,2,0,1,1
2019,      026300501,2,263,5,1,2,0,2,2
2019,      026301301,2,263,13,1,2,0,2,1
2019,      026302901,1,263,29,1,98,98,2,1
2019,      026303501,1,263,35,1,3,0,2,1
2019,      026401001,1,264,10,1,3,4,2,1
2019,      026401701,1,264,17,1,3,0,1,1
2019,      026401701,2,264,17,1,0,2,2,2
2019,      026808501,11,268,85,1,2,0,2,1
2019,      026808801,1,268,88,1,0,8,2,1
2019,      026906501,1,269,65,1,0,10,2,1
2019,      027001001,2,270,10,1,7,0,2,1
2019,      027101801,1,271,18,1,2,0,1,1
2019,      027101801,2,271,18,1,1,0,2,2
2019,      027101901,1,271,19,1,5,0,2,1
2019,      027107101,1,271,71,1,5,0,1,1
2019,      027107101,2,271,71,1,1,0,2,2
2019,      027300301,1,273,3,1,2,8,2,1
2019,      027300501,1,273,5,1,3,0,2,1
2019,      027302901,1,273,29,1,3,0,1,1
2019,      027302901,2,273,29,1,3,0,2,2
2019,      027407001,1,274,70,1,2,0,2,1
2019,      027407401,2,274,74,1,4,0,2,1
2019,      027501501,1,275,15,1,2,0,2,1
2019,      027502101,1,275,21,1,5,0,1,1
2019,      027502101,2,275,21,1,5,5,2,2
2019,      027503001,1,275,30,1,0,3,2,1
2019,      027600701,1,276,7,1,2,0,1,1
2019,      027600701,2,276,7,1,2,0,2,2
2019,      027600801,1,276,8,1,2,0,2,1
2019,      027601601,1,276,16,1,5,0,1,1
2019,      027601601,2,276,16,1,5,0,2,2
2019,      027608001,1,276,80,1,3,0,2,1
2019,      027700501,1,277,5,1,3,0,1,1
2019,      027700501,2,277,5,1,2,0,2,2
2019,      027704201,1,277,42,1,1,6,2,1
2019,      027800301,1,278,3,1,8,0,1,1
2019,      027800301,2,278,3,1,8,0,2,2
2019,      027800701,1,278,7,1,5,0,2,1
2019,      027800901,1,278,9,1,0,10,2,1
2019,      027801001,1,278,10,1,98,98,2,1
2019,      027801101,1,278,11,1,2,0,1,1
2019,      027801101,2,278,11,1,2,0,2,2
2019,      027801601,1,278,16,1,1,0,2,1
2019,      027801701,1,278,17,1,98,98,2,1
2019,      027902301,1,279,23,1,1,0,2,1
2019,      028012301,3,280,123,1,5,0,2,1
2019,      028102201,1,281,22,1,0,2,1,1
2019,      028102201,2,281,22,1,1,0,2,2
2019,      028201101,1,282,11,1,2,0,2,1
2019,      028201501,1,282,15,1,4,0,2,1
2019,      028201901,3,282,19,1,2,0,2,1
2019,      028301701,3,283,17,1,2,0,2,1
2019,      028304401,1,283,44,1,4,0,2,1
2019,      028306801,1,283,68,1,2,0,2,1
2019,      028409901,1,284,99,1,4,6,2,1
2019,      028500201,1,285,2,1,4,0,2,1
2019,      028500401,1,285,4,1,8,0,1,1
2019,      028500401,2,285,4,1,0,6,2,2
2019,      028500601,1,285,6,1,5,0,2,1
2019,      028602301,1,286,23,1,2,0,1,1
2019,      028602301,2,286,23,1,2,0,2,2
2019,      028602701,1,286,27,1,3,0,2,1
2019,      028603101,1,286,31,1,4,0,1,1
2019,      028603101,2,286,31,1,3,0,2,2
2019,      028603301,1,286,33,1,2,1,2,1
2019,      028603901,1,286,39,1,2,6,1,1
2019,      028603901,2,286,39,1,1,6,2,2
2019,      028604001,1,286,40,1,2,0,1,1
2019,      028604001,2,286,40,1,3,6,2,2
2019,      028700601,2,287,6,1,0,3,2,1
2019,      028700701,1,287,7,1,2,0,2,1
2019,      028702801,1,287,28,1,4,0,2,1
2019,      028800401,2,288,4,1,5,0,2,1
2019,      028807401,1,288,74,1,1,0,2,1
2019,      028902801,1,289,28,1,3,0,2,1
2019,      028903401,1,289,34,1,2,2,2,1
2019,      029002101,1,290,21,1,98,98,2,1
2019,      029003401,1,290,34,1,3,0,2,1
2019,      029005201,1,290,52,1,4,0,2,1
2019,      029005301,1,290,53,1,3,0,1,1
2019,      029005301,2,290,53,1,2,6,2,2
2019,      029103401,1,291,34,1,5,0,2,1
2019,      029103501,2,291,35,1,2,0,2,1
2019,      029200801,1,292,8,1,5,0,1,1
2019,      029200801,2,292,8,1,4,0,2,2
2019,      029200901,1,292,9,1,5,0,2,1
2019,      029201001,1,292,10,1,3,0,2,1
2019,      029201401,1,292,14,1,2,0,2,1
2019,      029202501,2,292,25,1,2,0,2,1
2019,      029202601,1,292,26,1,4,0,1,1
2019,      029202601,2,292,26,1,1,0,2,2
2019,      029202901,1,292,29,1,1,6,2,1
2019,      029203101,1,292,31,1,3,0,1,1
